rank,title,gross,theaters,total gross,release date,distributor,download URL
150,Swimming Pool,"$10,133,961",259,"$10,130,108",Jul 2,Focus Features,https://subtitlecat.com/subs/8/Swimming.Pool.2003.1080p.BluRay.x264.anoXmous_.html
151,Duplex,"$9,692,219","2,191","$9,692,135",Sep 26,Miramax,https://www.subtitlecat.com/subs/150/Duplex.2003.1080p.BluRay.x264-%5BYTS.LT%5D.html
152,Dark Blue,"$9,250,301","2,176","$9,250,301",Feb 21,United Artists,https://www.subtitlecat.com/subs/15/Dark%20Blue%202002%201080p%20Blu-ray%20AVC%20DTS-HD%20MA%205.1%20HI.html
153,The Divorce,"$9,081,057",701,"$9,081,057",Aug 8,Fox Searchlight Pictures,https://www.subtitlecat.com/subs/586/The.Divorce.2003.1080p.WEBRip.x264.AAC5.1-%5BYTS.MX%5D.html
154,Boat Trip,"$8,599,116","1,803","$8,600,126",March 21,Artisan Entertainment,https://www.subtitlecat.com/subs/47/Boat.Trip.2002.UNRATED.WEBRip.x264-RARBG.html
155,Seducing Doctor Lewis,"$8,025,397",80,"$9,354,342",Jul 11,Odeon,not available
157,Star Trek: Nemesis,"$7,760,057","2,711","$43,254,409",Dec 13,Paramount Pictures,https://www.subtitlecat.com/subs/299/Star.Trek.Nemesis.2002.1080p.BluRay.x265-RARBG.html
158,Tupac: Resurrection,"$7,718,961",804,"$7,718,961",Nov 14,Paramount Pictures,https://www.subtitlecat.com/subs/516/Tupac.Resurrection.DVDRip.XviD-pedr1nho-English.html
159,The Order,"$7,660,806","1,975","$7,660,806",Sep 5,Twentieth Century Fox,https://www.subtitlecat.com/subs/928/The.Order.2003.720p.BluRay.H264.AAC-RARBG-English.html
160,It Runs in the Family,"$7,491,839","1,207","$7,491,839",Apr 25,Metro-Goldwyn-Mayer (MGM),https://subtitlecat.com/subs/194/It.Runs.in.the.Family.2003.1080p.BluRay.x264-SADPANDA.html
161,Willard,"$6,885,125","1,762","$6,886,089",Mar 14,New Line Cinema,https://www.subtitlecat.com/subs/88/Willard.2003.720p.BluRay.X264.html
162,Bowling for Columbine,"$6,202,134",248,"$21,576,018",Oct 11,United Artists,https://www.subtitlecat.com/subs/194/Bowling.For.Columbine.2002.1080p.BluRay.x264-%5BYTS.AM%5D-English.html
163,Nowhere in Africa,"$6,178,808",78,"$6,180,200",Mar 7,Zeitgeist Films,https://www.subtitlecat.com/subs/122/Nowhere.in.Africa.2001.m720p.BluRay.x264-BiRD.en.html
164,Chasing Papi,"$6,130,049",585,"$6,130,049",April 16,Twentieth Century Fox,https://subtitlecat.com/subs/2/Chasing.Papi.2003.WEBRip.x264-RARBG.html
165,Gigli,"$6,087,542","2,215","$6,087,542",Aug 1,Revolution Studios,https://www.subtitlecat.com/subs/9/Gigli%20%282003%29.html
166,American Splendor,"$6,011,630",272,"$6,010,990",Aug 15,Fine Line Features,https://www.subtitlecat.com/subs/215/American.Splendor.2003.1080p.WEBRip.x264.AAC5.1-%5BYTS.MX%5D.eng.html
167,Spellbound,"$5,728,581",117,"$5,728,581",Apr 30,THINKFilm,unavailable
168,T-Rex: Back to the Cretaceous,"$5,727,822",38,"$53,354,743",Oct 23,IMAX,unavailable
169,Far from Heaven,"$5,597,865",291,"$15,901,849",Nov 8,Focus Features,https://www.subtitlecat.com/subs/43/Far.From.Heaven.2002.DVDRip.Xvid-Nile.html
170,21 Grams,"$5,564,820",411,"$16,290,476",Nov 21,Focus Features,https://www.subtitlecat.com/subs/253/21.Grams.2003.1080p.BluRay.x264.YIFY.html
171,Luther,"$5,485,926",400,"$5,791,328",Sep 26,R.S. Entertainment,https://www.subtitlecat.com/subs/210/Luther%20%282003%29.720p.html
172,Frida,"$5,372,495",794,"$25,885,000",October 25,Miramax,https://www.subtitlecat.com/subs/30/Frida.2002.1080p.BluRay.H264.AAC-RARBG.html
173,The Human Stain,"$5,353,851",388,"$5,381,908",Oct 31,Miramax,https://www.subtitlecat.com/subs/526/The.Human.Stain.2003%20%282%29.html
174,Grind,"$5,123,696","2,253","$5,123,696",Aug 15,Warner Bros.,https://www.subtitlecat.com/subs/173/Grind.2003.1080p.WEBRip.x264-RARBG.html
175,Rabbit-Proof Fence,"$5,100,906",153,"$6,199,600",Nov 27,Miramax,https://subtitlecat.com/subs/37/Rabbit-Proof%20Fence%20%282002%29.en.html
176,The Barbarian Invasions,"$5,037,785",134,"$5,109,226",May 9,Alliance Atlantis Vivafilm,https://www.subtitlecat.com/subs/1055/The.Barbarian.Invasions.2003%20Eng.html
177,Big Fish,"$4,965,533","2,514","$66,809,693",Dec 10,Sony Pictures Releasing,https://www.subtitlecat.com/subs/33/Big.Fish.2003.1080p.BluRay.H264.AAC-RARBG-.html
178,From Justin to Kelly,"$4,928,883","2,001","$4,928,883",Jun 20,Twentieth Century Fox,not available
179,In the Cut,"$4,750,602",825,"$4,750,602",Oct 22,Screen Gems,https://www.subtitlecat.com/subs/965/04_In%20the%20Cut%202003%20Director%27s%20Cut%201080p%20Blu-ray%20AVC%20DTS-HD%20MA%202.0-RB2K.html
180,Spirited Away,"$4,640,765",714,"$10,055,859",Sep 20,Walt Disney Studios Motion Pictures,https://www.subtitlecat.com/subs/715/Spirited%20Away.English%20%28Forced%20Narrative%29.html
181,Thirteen,"$4,601,043",243,"$4,601,043",Aug 20,Fox Searchlight Pictures,https://subtitlecat.com/subs/333/Thirteen.2003.1080p.BluRay.H264.AAC-RARBG.English.html
182,City of God,"$4,583,534",242,"$7,564,459",Jan 17,Miramax,https://www.subtitlecat.com/subs/828/City%20Of%20God%20s00e00%202002.eng.html
184,The Station Agent,"$4,464,135",198,"$5,739,376",Oct 3,Miramax,https://subtitlecat.com/subs/214/The%20Station%20Agent%20%282003%29-English.html
185,Beyond Borders,"$4,430,101","1,798","$4,430,101",Oct 24,Paramount Pictures,https://www.subtitlecat.com/subs/93/Beyond.Borders.2003.1080p.BluRay.x264-%5BYTS.AM%5D.html
186,Treasure Planet,"$4,409,766","3,227","$38,176,783",Nov 27,Walt Disney Studios Motion Pictures,https://www.subtitlecat.com/subs/226/Treasure.Planet.2002.1080p.BluRay.x264.YIFY.html
187,The Real Cancun,"$3,823,269","2,261","$3,825,421",April 25,New Line Cinema,not available
188,Better Luck Tomorrow,"$3,802,390",387,"$3,802,390",Apr 11,Paramount Pictures,https://subtitlecat.com/subs/199/Better.Luck.Tomorrow.2002.1080p.WEBRip.x265-RARBG.html
189,In America,"$3,681,206",403,"$15,539,656",November 26,Fox Searchlight Pictures,not available
190,Step Into Liquid,"$3,680,394",91,"$3,681,803",Aug 8,Artisan Entertainment,not available
191,Laurel Canyon,"$3,662,159",121,"$3,663,356",Mar 7,Sony Pictures Classics,https://www.subtitlecat.com/subs/655/Laurel%20Canyon%20%282002%29.eng.html
192,The Secret Lives of Dentists,"$3,618,566",181,"$3,707,346",Aug 1,Manhattan Pictures International,https://subtitlecat.com/subs/98/The%20Secret%20Lives%20of%20Dentists%2C.html
193,The Good Thief,"$3,517,797",222,"$3,517,797",Apr 2,Fox Searchlight Pictures,https://www.subtitlecat.com/subs/783/The.Good.Thief.2002.html
194,Analyze That,"$3,390,920","2,635","$32,130,627",Dec 6,Warner Bros.,not available
195,Anything Else,"$3,212,310","1,033","$3,212,310",Sep 19,DreamWorks Distribution,https://www.subtitlecat.com/subs/213/Anything.Else.2003.1080p.BR.Fre2ch_Eng1ch.H264.Lesparis.eng.html
197,Capturing the Friedmans,"$3,119,113",78,"$3,119,113",May 30,Magnolia Pictures,https://subtitlecat.com/subs/902/Capturing.The.Friedmans..html
198,The Guru,"$3,095,506",98,"$3,095,506",Jan 31,Universal Pictures,https://subtitlecat.com/subs/230/The.Guru.2002.WEBRip.x264-ION10-English.html
199,The Gospel of John,"$3,084,128",113,"$4,069,090",Sep 26,THINKFilm,https://www.subtitlecat.com/subs/264/The.Gospel.of.John.2003.1080p.WEBRip.x265-RARBG3_English.html
200,Mambo Italiano,"$3,047,296",100,"$3,047,296",Jun 6,Equinox Films,https://subtitlecat.com/subs/177/Mambo%20Italiano%20%282003%29%20720p%20EN.html
