rank,title,gross,theaters,total gross,release date,distributor,download URL
86,The Hunted,"$34,244,097","2,517","$34,244,097",Mar 14,Paramount Pictures,https://www.subtitlecat.com/subs/35/The.Hunted.2003.1080p.BluRay.H264.AAC-RARBG.html
87,Dreamcatcher,"$33,715,436","2,945","$33,715,436",Mar 21,Warner Bros.,https://www.subtitlecat.com/subs/279/Dreamcatcher.2003.1080p.BluRay.H264.AAC-RARBG.html
88,Darkness Falls,"$32,554,133","2,865","$32,551,396",Jan 24,Revolution Studios,https://www.subtitlecat.com/subs/180/Darkness.Falls.2003.1080p.BluRay.H264.AAC-RARBG.html
89,Bend It Like Beckham,"$32,543,449","1,002","$32,543,449",Mar 12,Fox Searchlight Pictures,https://www.subtitlecat.com/subs/671/Bend%20It%20Like%20Beckham%20%282002%29.html
90,The Pianist,"$32,366,947",842,"$32,572,577",Dec 25,Focus Features,https://www.subtitlecat.com/subs/942/The.Pianist.720p.BrRip.x264.YIFY-en.html
91,Maid in Manhattan,"$31,880,424","3,050","$94,011,225",Dec 13,Revolution Studios,https://subtitlecat.com/subs/20/Maid.In.Manhattan.2002.1080p.BluRay.H264.AAC-RARBG_.html
92,The Core,"$31,186,896","3,019","$31,186,896",Mar 28,Paramount Pictures,https://www.subtitlecat.com/subs/4/The.Core.2003.1080p.BrRip.x264.BOKUTOX.YIFY.html
93,Lost in Translation,"$30,961,436",882,"$44,585,453",September 12,Focus Features,https://www.subtitlecat.com/subs/96/Lost%20in%20Translation%202003%20BluRay%201080p%20DTS%20x264-CHD-UPL.html
94,Hollywood Homicide,"$30,940,691","2,840","$30,940,691",Jun 13,Revolution Studios,https://subtitlecat.com/subs/186/Hollywood.Homicide.2003.1080p.BluRay.H264.AAC-RARBG_English.html
95,The Fighting Temptations,"$30,250,745","2,026","$30,250,745",Sep 19,Paramount Pictures,https://www.subtitlecat.com/subs/249/The.Fighting.Temptations.2003.1080p.WEBRip.x264-RARBG.html
96,Johnny English,"$28,082,366","2,236","$28,082,366",Jul 18,Universal Pictures,https://subtitlecat.com/subs/770/Johnny.English.2003.1080p.eng.html
97,Cold Mountain,"$28,051,514","2,802","$95,636,509",Dec 25,Miramax,https://subtitlecat.com/subs/512/Cold.Mountain.2003.1080p.BluRay.x265-RARBG.html
98,Honey,"$27,368,200","1,972","$30,308,417",Dec 5,Universal Pictures,https://www.subtitlecat.com/subs/106/Honey%20%282003%29%20%5BEnglish%5D.html
99,A Man Apart,"$26,798,622","2,495","$26,736,098",Apr 4,New Line Cinema,https://www.subtitlecat.com/subs/268/A.Man.Apart.2003.1080p.BluRay.H264.AAC-MIXTIME.NET.html
100,Basic,"$26,793,311","2,876","$26,793,311",Mar 28,Sony Pictures Releasing,https://www.subtitlecat.com/subs/8/Basic.2003.720p.BluRay.x264.YIFY.html
101,Stuck on You,"$26,763,656","3,007","$33,832,741",Dec 12,Twentieth Century Fox,https://www.subtitlecat.com/subs/902/Stuck.on.You.2003.1080p.BluRay.x264-PSYCHD.html
102,Sinbad: Legend of the Seven Seas,"$26,483,452","3,086","$26,483,452",Jul 2,DreamWorks Distribution,https://www.subtitlecat.com/subs/82/Sinbad.Legend.Of.The.Seven.Seas.2003.720p.BluRay.x264-%5BYTS.AM%5D.html
103,Dumb and Dumberer: When Harry Met Lloyd,"$26,277,757","2,609","$26,276,465",Jun 13,New Line Cinema,https://subtitlecat.com/subs/501/Dumb.And.Dumberer.When.Harry.Met.Lloyd.2003.720p.WEBRip.x264.AAC-%5BYTS.MX%5D.html
104,The Missing,"$25,904,967","2,756","$27,011,180",Nov 26,Revolution Studios,https://www.subtitlecat.com/subs/177/The.Missing.2003.1080p.BluRay.H264.AAC-RARBG.html
105,Paycheck,"$25,022,077","2,762","$53,790,451",Dec 25,Paramount Pictures,https://www.subtitlecat.com/subs/5/Paycheck.2003.720p.BrRip.x264.YIFY.html
106,Bulletproof Monk,"$23,358,708","2,955","$23,358,708",Apr 16,Metro-Goldwyn-Mayer (MGM),https://www.subtitlecat.com/subs/671/Bulletproof.Monk.2003.720p.BrRip.x264.YIFY.html
107,Piglet's Big Movie,"$23,101,950","2,084","$23,103,423",Mar 21,Walt Disney Studios Motion Pictures,https://subtitlecat.com/subs/947/Piglets.Big.Movie.2003.1080p.BluRay.x264-%20YTS.LT-English.html
108,Dickie Roberts: Former Child Star,"$22,738,671","2,083","$22,738,671",Sep 5,Paramount Pictures,https://www.subtitlecat.com/subs/167/Dickie%20Roberts%20Former%20Child%20Star.html
109,The Medallion,"$22,219,192","2,652","$22,219,192",Aug 22,TriStar Pictures,https://subtitlecat.com/subs/315/The.Medallion.2003.720p.BrRip.x264.YIFY.html
110,Peter Pan,"$22,111,465","2,813","$48,462,608",Dec 25,Universal Pictures,https://www.subtitlecat.com/subs/201/Peter.Pan.2003.1080p.BluRay.H264.AAC-RARBG.eng.html
111,Biker Boyz,"$22,064,769","1,769","$22,076,772",Jan 31,DreamWorks Distribution,https://subtitlecat.com/subs/214/Biker%20Boyz%202003.html
112,Cold Creek Manor,"$21,386,011","2,035","$21,386,011",Sep 19,Walt Disney Studios Motion Pictures,https://www.subtitlecat.com/subs/575/Cold%20Creek%20Manor%20%282003%29%20Eng%20Subt.html
113,Cabin Fever,"$21,157,359","2,105","$21,158,188",Sep 12,Lionsgate,https://www.subtitlecat.com/subs/3/Cabin.Fever.2002.720p.BrRip.x264.YIFY.html
114,Whale Rider,"$20,779,666",556,"$20,779,666",Jun 6,Newmarket Films,https://www.subtitlecat.com/subs/145/Whale.Rider.2002.720p.HDTV.x264.YIFY.html
115,The In-Laws,"$20,453,431","2,652","$20,453,431",May 23,Warner Bros.,https://www.subtitlecat.com/subs/270/The%20In-Laws%20%282003%29%20_%20ENG.html
116,Looney Tunes: Back in Action,"$20,382,757","2,903","$20,991,364",Nov 14,Warner Bros.,https://www.subtitlecat.com/subs/52/Looney%20Tunes%20Back%20In%20Action%20%282003%29.html
117,Down with Love,"$20,305,251","2,123","$20,305,251",May 9,Twentieth Century Fox,https://www.subtitlecat.com/subs/131/Down%20with%20Love-WEBDL-FGT.ENGLISH-HI.html
118,The Life of David Gale,"$19,955,598","2,003","$19,955,598",Feb 21,Universal Pictures,https://www.subtitlecat.com/subs/256/The.Life.of.David.Gale.2003.BluRay.720p-Ganool-English-en.html
119,Timeline,"$19,068,097","2,787","$19,481,943",Nov 26,Paramount Pictures,https://www.subtitlecat.com/subs/799/Timeline.2003.PROPER.1080p.BluRay.H264.AAC-RARBG.html
120,Harry Potter and the Chamber of Secrets,"$18,121,111","3,682","$261,988,482",Nov 15,Warner Bros.,https://www.subtitlecat.com/subs/15/harry-potter-and-the-chamber-of-secrets-yify-english.html
121,Adaptation.,"$17,946,961",672,"$22,498,520",Dec 6,Sony Pictures Releasing,https://subtitlecat.com/subs/372/Adaptation.2002.1080p.BluRay.H264.AAC-RARBG-English.html
122,My Big Fat Greek Wedding,"$17,785,714","2,016","$241,438,208",Apr 19,IFC Films,https://www.subtitlecat.com/subs/375/My%20Big%20Fat%20Greek%20Wedding.html
123,A Mighty Wind,"$17,781,006",770,"$17,781,006",Apr 16,Warner Bros.,https://www.subtitlecat.com/subs/155/A.Mighty.Wind.2003.1080p.BluRay.H264.AAC-RARBG.html
124,The Wild Thornberrys,"$17,697,164","3,012","$40,108,697",Dec 20,Paramount Pictures,https://subtitlecat.com/subs/359/The.Wild.Thornberrys.2002.1080p.WEBRip.x264.AAC5.1-%5BYTS.MX%5D.html
125,Love Don't Cost a Thing,"$17,602,676","1,844","$21,924,226",Dec 12,Warner Bros.,https://www.subtitlecat.com/subs/303/Love.Don%27t.Cost.A.Thing.2003.WS.DVDRip.x264-REKoDE.html
126,Deliver Us from Eva,"$17,539,222","1,139","$17,573,594",Feb 7,Focus Features,https://www.subtitlecat.com/subs/249/Deliver.Us.from.Eva.2003.720p.BluRay.x264.html
127,Antwone Fisher,"$17,406,808","1,021","$21,078,145",Dec 19,Fox Searchlight Pictures,https://www.subtitlecat.com/subs/139/Antwone.Fisher.2002.720p.BluRay.x264-%5BYTS.AM%5D.html
128,Drumline,"$17,282,795","1,837","$56,399,184",Dec 13,Twentieth Century Fox,https://www.subtitlecat.com/subs/124/Drumline.2002.720p.BrRip.x264.YIFY.html
129,Space Station 3D,"$16,077,213",64,"$93,383,953",Apr 19,IMAX,https://www.subtitlecat.com/subs/126/IMAX%20Space%20Station%202002.html
130,Confessions of a Dangerous Mind,"$15,986,590","1,776","$16,007,718",Dec 31,Miramax,https://www.subtitlecat.com/subs/305/Confessions.of.A.Dangerous.Mind.2002.1080p.BluRay.x265-RARBG.html
131,View from the Top,"$15,613,897","2,508","$15,614,000",Mar 21,Miramax,https://www.subtitlecat.com/subs/76/View.From.The.Top.2003.1080p.WEBRip.x264-[YTS.AM].html
132,My Boss's Daughter,"$15,548,548","2,206","$15,550,605",Aug 22,Dimension Films,https://www.subtitlecat.com/subs/1055/My%20Bosss%20Daughter%20%282003%29%201080p.html
133,A Guy Thing,"$15,545,431","2,520","$15,545,431",Jan 17,Metro-Goldwyn-Mayer (MGM),https://www.subtitlecat.com/subs/128/A.Guy.Thing.2003en.html
134,Wrong Turn,"$15,418,790","1,615","$15,418,790",May 30,Twentieth Century Fox,https://www.subtitlecat.com/subs/835/Wrong%20Turn%20%282003%29%20English%20Subs.html
135,Ghosts of the Abyss,"$15,259,623",97,"$17,040,871",Apr 11,Walt Disney Studios Motion Pictures,https://www.subtitlecat.com/subs/39/Ghosts.of.the.Abyss.2003.3D.1080p.BluRay.x264-PHASE.html
136,Dirty Pretty Things,"$14,864,314",493,"$8,112,414",Jul 18,Miramax,https://www.subtitlecat.com/subs/191/Dirty.Pretty.Things.2002.1080p.BluRay.x264-%5BYTS.AG%5D.html
137,Alex & Emma,"$14,218,698","2,310","$14,218,698",Jun 20,Warner Bros.,https://subtitlecat.com/subs/198/Alex.and.Emma.2003.1080p.%20English.html
138,How to Deal,"$14,197,991","2,319","$14,195,227",Jul 18,New Line Cinema,https://www.subtitlecat.com/subs/161/How.to.Deal.2003.1080p%20English.html
139,Gods and Generals,"$12,882,935","1,533","$12,882,934",Feb 21,Warner Bros.,https://www.subtitlecat.com/subs/328/Gods.and.Generals.2003.EXTENDED.DC.1080p.BluRay.x265-RARBG.html
140,25th Hour,"$12,676,545",495,"$13,084,595",Dec 19,Walt Disney Studios Motion Pictures,https://www.subtitlecat.com/subs/483/The.25th.Hour.2002.1080p.BluRay.X264-AMIABLE.html
141,House of 1000 Corpses,"$12,631,898",847,"$12,634,962",Apr 11,Lionsgate,https://subtitlecat.com/subs/347/House.of.1000.Corpses.2003.1080p.BluRay.x264.YIFY.html
142,The Quiet American,"$12,488,421",396,"$12,988,801",Nov 22,Miramax,https://subtitlecat.com/subs/609/The%20Quiet%20American%20%282002%29.eng.html
143,Confidence,"$12,252,063","1,871","$12,251,640",Apr 25,Lionsgate,https://www.subtitlecat.com/subs/140/Confidence%20%282003%29%20EN.html
144,Die Another Day,"$12,176,580","3,377","$160,942,139",Nov 22,Metro-Goldwyn-Mayer (MGM),https://www.subtitlecat.com/subs/30/Die.Another.Day.BluRay.1080p.x264.5.1.Judas.html
146,The Hot Chick,"$11,085,987","2,246","$35,081,594",Dec 13,Walt Disney Studios Motion Pictures,https://subtitlecat.com/subs/588/The.Hot.Chick.2002.PROPER.1080p.WEBRip.x265-RARBG.html
148,Narc,"$10,256,880",822,"$10,465,659",Dec 20,Paramount Pictures,https://www.subtitlecat.com/subs/130/Narc.2002.1080p.BluRay.x264.YIFY.html
149,House of the Dead,"$10,249,719","1,540","$10,249,719",Oct 10,Artisan Entertainment,https://subtitlecat.com/subs/731/House.Of.The.Dead.2003..html
